sample_id,size,gc,md5,organism,taxid,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,primary_cluster_id,primary_dist,secondary_cluster_id,secondary_dist
HE579060,30854,32.13845855,d60174f97c40e892fa423cc21126283b,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
HE579062,30854,32.13845855,d60174f97c40e892fa423cc21126283b,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
HE579064,32184,32.30797912,5edea7912168c503089a442d3292dfa3,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
HE579066,30853,32.14274139,3171a81eb0c964ca9e5007c82d51ee20,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
HE579070,32700,32.28746177,07de34557021aea8c08abbfe837dea33,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
HE579072,23759,29.33204259,8b08c221524ae4f84e07a866c2970e5a,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
HE579074,23758,29.33748632,1cce3dfadec72a1ce9990b3870cf48d0,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
MH470063,27354,32.96410031,ce187a06572c0630c497299031aee1cb,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ247,0.025
NC_013323,33660,32.44503862,c1e01de07605b267d761e8e0ec4990ab,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ247,0.025
NC_013337,30857,32.13533396,3d2ad37ff07b97cf1a2c3ed04cf63b27,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020530,30854,32.13845855,d60174f97c40e892fa423cc21126283b,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020531,30854,32.13845855,d60174f97c40e892fa423cc21126283b,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020534,30853,32.14274139,3171a81eb0c964ca9e5007c82d51ee20,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020538,23759,29.33204259,8b08c221524ae4f84e07a866c2970e5a,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020539,23758,29.33748632,1cce3dfadec72a1ce9990b3870cf48d0,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020565,32184,32.30797912,5edea7912168c503089a442d3292dfa3,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_020567,32700,32.28746177,07de34557021aea8c08abbfe837dea33,Staphylococcus aureus subsp. aureus ST228,1074919,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ246,0.025
NC_022610,27326,32.97226085,38744ff9784607659dfcf5cc394cf2ea,Staphylococcus aureus subsp. aureus Z172,1406863,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA849,0.06,AJ247,0.025
CP002389,20449,35.02371754,587bd4539f092fdee938f8cc8a315f3f,Staphylococcus aureus subsp. aureus 55/2053,585143,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
CP026081,28102,33.53853818,78ab5712f7c52eeeff7ac37b58542024,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
GQ900378,29254,33.73555753,a96948d0b2bf3ffd676ebbf2a0993aa1,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
GQ900444,23983,33.67385231,a393150f74c8525b75913ad0c1d83111,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
GQ900446,22694,34.74486648,e52e12ab7338f47e89fba12fd9e7df5d,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
KJ756353,26036,33.07343678,df303064ac556f67ada07849eb059451,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
NC_013319,29254,33.73555753,a96948d0b2bf3ffd676ebbf2a0993aa1,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
NC_013347,22694,34.74486648,e52e12ab7338f47e89fba12fd9e7df5d,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
NC_013352,23983,33.67385231,a393150f74c8525b75913ad0c1d83111,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
NC_022126,20449,35.02371754,587bd4539f092fdee938f8cc8a315f3f,Staphylococcus aureus subsp. aureus 55/2053,585143,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA849,0.06,AJ245,0.025
CP007500,32406,29.49453805,c8d4bab0b1890038b77b98acb6eedf0c,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA850,0.06,AJ248,0.025
CP029167,27887,29.39362427,a011f753a41881b79663a85b0a6c9086,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA850,0.06,AJ248,0.025
GQ900382,32650,29.76722818,bed8e61370ed88866b7943b270bf22a5,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA850,0.06,AJ248,0.025
NC_013321,32650,29.76722818,bed8e61370ed88866b7943b270bf22a5,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA850,0.06,AJ248,0.025
CP007673,25054,28.47050371,f6da61878f50d251a0f98be4e180e642,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP007675,25025,28.44355644,449c0b61123ab232c1789d0ec15cbe2d,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","GQ900473,CP002144,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP012596,23351,28.69256135,99c77b6fe4a653c48d37040894d2cb94,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","GQ900473,CP002144,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP030394,25071,28.4791193,bd75bfc4d643cda03e880ea124eae2ff,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP030703,25058,28.46994972,cc3a871c1609b2574dcccd3caf20f90c,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215","CP002144,GQ900473,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP023562,31340,29.30440332,ccf43885459e443ddcc335ef36389d0a,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1017,rep_cluster_1215,rep_cluster_2214","CP002144,GQ900473,HF937104,AP003139",MOBV,AB304512_00007,,,,,,AA851,0.06,AJ250,0.025
CP000732,20413,28.14872875,623afbba312461fb9f142bf749653812,Staphylococcus aureus subsp. aureus USA300_TCH959,450394,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP007671,20409,28.09054829,418e7a9eb79b33ee85ed67c6fbca4529,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP030413,20403,28.14292016,62a335d4b268f50b700cdc5a65be7b51,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP030541,20414,28.14245126,70b2824a0b6634cfb83350dfb344ccff,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP031662,15396,28.08521694,bb71373a16616e524f26d40d0b479de3,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP031665,16944,28.31680831,6f1b6a6a2cf7a570aefc67a193e455e6,Staphylococcus aureus,1280,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
NC_010066,20413,28.14872875,623afbba312461fb9f142bf749653812,Staphylococcus aureus subsp. aureus USA300_TCH959,450394,"rep_cluster_1017,rep_cluster_1215","000261__GQ900456,HF937104",-,-,,,,,,AA851,0.06,AJ249,0.025
CP024810,16882,28.48596138,24c4e5f205fce48985503d5f33f4b300,Staphylococcus haemolyticus,1283,rep_cluster_1110,000368__GQ900452_00020,MOBQ,NC_002774_00004,,,,,,AA852,0.06,AJ251,0.025
CP025397,16882,28.48596138,24c4e5f205fce48985503d5f33f4b300,Staphylococcus haemolyticus,1283,rep_cluster_1110,000368__GQ900452_00020,MOBQ,NC_002774_00004,,,,,,AA852,0.06,AJ251,0.025
CP026959,10825,28.55427252,f5c55ac0e94dca6f3174b4faa34a244b,Staphylococcus aureus,1280,rep_cluster_1215,000507__AE015933_00005,MOBQ,NC_002774_00004,,,,,,AA853,0.06,AJ252,0.025
CP016971,13552,28.56404959,d1730f778f7359f1cd2c9e866b8110e5,Staphylococcus epidermidis,1282,rep_cluster_1215,000507__AE015933_00005,MOBQ,CP016971_00007,,,,,,AA853,0.06,AJ252,0.025
CP020766,12579,28.69862469,5120d94e6e5455b742b890b17886ad05,Staphylococcus lugdunensis,28035,rep_cluster_1215,000508__GQ900453_00001,MOBQ,NC_002774_00004,,,,,,AA854,0.06,AJ253,0.025
CP045540,99278,40.02800218,56783fdd497305edd68ada0fecc6a706,Proteus mirabilis,584,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ254,0.025
MG516911,113297,40.89075615,67d7cc2cc812cab20825625644ad2d1a,Proteus mirabilis,584,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ254,0.025
MH491967,145619,42.83712977,29a30048a4cefd80f792d40281cb705e,Proteus mirabilis,584,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ257,0.025
MG516912,142085,42.65263751,f2f8db667d92a2e0ff413a95a3f17df5,Proteus penneri,102862,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ254,0.025
KF295828,113295,41.25159981,494c6e4856dbba8bddcfbb527fba1b32,Providencia rettgeri,587,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ255,0.025
KX774387,118501,40.76083746,d82df2ccee49a286dee2cac2cb0d691d,Providencia rettgeri,587,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ256,0.025
KX832929,90666,37.46167251,10cdf061830f5a43c5f20a33a846755c,Providencia rettgeri,587,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ255,0.025
NC_022589,113295,41.25159981,494c6e4856dbba8bddcfbb527fba1b32,Providencia rettgeri,587,rep_cluster_1506,000848__KX832927,MOBH,NC_022589_00035,,,,,,AA855,0.06,AJ255,0.025
CP017608,72453,46.23963121,cc899137ff51d4e74559ce0a534983d6,Candidatus Hamiltonella defensa,138072,-,-,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA856,0.06,AJ258,0.025
CP017612,67631,46.40771244,a23a980285f24842b03257531fdcf74a,Candidatus Hamiltonella defensa,138072,-,-,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA856,0.06,AJ258,0.025
CP017614,98627,43.70811238,d443dfd103aafba41729e777668aa3cb,Candidatus Hamiltonella defensa,138072,-,-,"MOBH,MOBH,MOBH","NC_012690_00071,NC_012885_00072,CP042646_00122",,,,,,AA856,0.06,AJ258,0.025
CP023989,84572,42.5649151,840929cb55215cea75257746f1341eb9,Candidatus Hamiltonella defensa,138072,-,-,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA856,0.06,AJ258,0.025
AP014939,166258,49.49957295,34800d7d32f3515347f6914b58e968b7,Citrobacter freundii,546,IncC,LN681228_00157,"MOBH,MOBH","AP014939_00071,NC_012690_00071",,,,,,AA857,0.06,AJ260,0.025
AP018687,159324,49.42318797,f169af94768a82cb0963333bf70833ba,Vibrio rumoiensis,76258,IncC,LN681228_00157,"MOBH,MOBH","NC_012690_00071,AP014939_00071",,,,,,AA857,0.06,AJ260,0.025
FN667743,155327,45.97590889,4dec2f4a53b31174dc3b62021f134fa4,Xenorhabdus nematophila ATCC 19061,406817,IncC,LN681228_00157,MOBH,NC_012690_00071,,,,,,AA857,0.06,AJ259,0.025
LN681228,154559,45.93973822,68a6602124a99ae94e55014fe329418f,Xenorhabdus nematophila AN6/1,1437823,IncC,LN681228_00157,MOBH,NC_012690_00071,,,,,,AA857,0.06,AJ259,0.025
KX064437,77074,51.52710382,9a43b6dc06ee68b888a2cdcede33f9f7,Citrobacter freundii,546,-,-,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA858,0.06,AJ261,0.025
KX832927,244116,47.91533533,c5872aa2d613e6a113af1274944f4b63,Providencia rettgeri,587,rep_cluster_1506,000848__KX832927,"MOBH,MOBH,MOBH","NC_022589_00035,NC_012690_00071,NC_012885_00072",,,,,,AA858,0.06,AJ262,0.025
CP006050,221009,51.74268921,437cbe5f1964834864d572ed14b860cd,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921,1271862,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA859,0.06,AJ263,0.025
CP016864,104649,51.56666571,ec56e58cea2a78ff4587833352b3b867,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587,1454641,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA859,0.06,AJ264,0.025
CP022063,173817,52.03173453,40bce4eb2e3196aa553fecae323937a6,Salmonella enterica,28901,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA859,0.06,AJ263,0.025
CP028316,187594,51.99046878,ca6763438271abcb58d8765cc61cdd6d,Salmonella enterica subsp. enterica serovar Typhimurium var. 5-,1620419,IncC,000092__CP025470,MOBH,NC_012885_00072,,,,,,AA859,0.06,AJ263,0.025
CP031362,190543,51.16850265,453749626faf578364f20e10e2abfe0c,Salmonella enterica subsp. enterica serovar Heidelberg,611,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA859,0.06,AJ263,0.025
NC_021815,221009,51.74268921,437cbe5f1964834864d572ed14b860cd,Salmonella enterica subsp. enterica serovar Typhimurium var. 5- str. CFSAN001921,1271862,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA859,0.06,AJ263,0.025
CP021952,176349,51.94075385,70ae0553f984b7fa9f397101e8d9a255,Klebsiella pneumoniae,573,"IncC,IncFIA","000092__CP025470,AF250878","MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
LT882698,321455,53.9468977,4a4f78bf68ece5eeb828a745a7ae52c9,Klebsiella pneumoniae,573,"IncC,IncFIB,rep_cluster_995","000092__CP025470,000097__NC_025166_00051,002480__NC_019220_00009","MOBF,MOBF,MOBH,MOBH","CP035180_00077,NC_021231_00058,NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ279,0.025
KY887590,228517,51.61585353,c5e46081e24435800a8fe47784746d26,Escherichia coli,562,"IncC,IncY","000092__CP025470,000230__CP009168_00001","MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ273,0.025
CP007558,272297,52.6535364,e81e74df271b5b74bdb7c2ad1abbda3c,Citrobacter freundii CFNIH1,1333848,"IncC,IncN","000092__CP025470,000155__CP018649","MOBF,MOBH,MOBH","NC_015599_00019,NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ277,0.025
CP008824,319976,52.41924394,2185d04e8d411bab66158fa7a64b439c,Enterobacter cloacae ECNIH2,1333850,"IncC,IncN","000092__CP025470,000155__CP018649","MOBF,MOBH,MOBH","NC_015599_00019,NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ277,0.025
LT985250,211452,51.79000435,2b499f2cd80971fd755dd41b37938eb4,Escherichia coli,562,"IncC,IncN","000092__CP025470,000152__NZ_CP011646_00085","MOBF,MOBH,MOBH","NC_015872_00034,NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ278,0.025
CP007732,268334,52.61390655,b9a96cc77ddd12440e0cd6c5f02d9dc3,Klebsiella pneumoniae subsp. pneumoniae KPNIH27,1328324,"IncC,IncN","000092__CP025470,000155__CP018649","MOBF,MOBH,MOBH","NC_015599_00019,NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ277,0.025
CP028419,165121,52.51845616,10974000263a1ac20265021329c16c08,Aeromonas hydrophila,644,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ275,0.025
CP038464,165134,52.5221941,c9d495328ecac91ea53f4ad3bfb6837c,Aeromonas hydrophila,644,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ275,0.025
CP038466,165134,52.5221941,1c914fd493c5e05633591f0cbe5777db,Aeromonas hydrophila,644,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ275,0.025
JX141473,165906,52.50684122,f150d92b1943f1d303b92aafe641e2c6,Aeromonas hydrophila,644,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
KJ909290,152216,52.46688916,a917fdeba06f89688cdc7e1815fda290,Aeromonas salmonicida subsp. salmonicida,29491,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ275,0.025
CP026225,178635,52.04131329,eeb8aba40c9895c184753cc46cadd3d0,Aeromonas sp. ASNIH3,1636608,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ277,0.025
CP014775,198307,53.07175238,360190b44eeb68a45eee24f052deca58,Aeromonas veronii,654,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ274,0.025
MK041212,138998,51.88491921,0817bc9bcc3452033b304d95d79aa7ed,Citrobacter amalonaticus,35703,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
KP975074,168041,52.11704286,dd5002f9621eed9a38914d40f108e722,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ278,0.025
KX147633,154564,51.80054864,ab01f161d4f974fbcc5ba33c8dd9b523,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
KY887592,219342,53.49135141,c7d0988affe33125731f74aa14646da6,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ274,0.025
KY887593,200459,53.18743484,8e5916158f2bacdee8581f6a1635d2fb,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ274,0.025
MH763829,182188,52.84815685,12985f7c9bffea8f3a51f5aadd2ca6f5,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ274,0.025
MH995506,138998,51.88491921,0817bc9bcc3452033b304d95d79aa7ed,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
MK101346,129329,51.64502934,4d791aafd868fc9ec2ff25895d700752,Citrobacter freundii,546,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
MH475146,175712,51.49676744,28908a4270b2cfee73d7cd10f7624c91,Citrobacter freundii,546,"IncC,rep_cluster_1254","000092__CP025470,000562__KT346360_00001","MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ278,0.025
CP026233,206795,52.01431369,8bd090452aa2cb47746683df42cb0a81,Citrobacter freundii complex sp. CFNIH4,2077148,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ277,0.025
CP028814,135268,51.88145016,e59f312c157cdf1802a84f42b2b03ef8,Edwardsiella ictaluri,67780,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ266,0.025
CP019441,189588,53.11570353,889daf84f6394da21d6aefb345f1e92e,Edwardsiella piscicida,1263550,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ268,0.025
CP029718,158987,52.56404612,7facdb61a0b4c802e38738a71a862247,Enterobacter cloacae,550,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ272,0.025
KR559890,153958,52.44871978,973851eff2d83248bdbd037f35b6f5cb,Enterobacter cloacae,550,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ278,0.025
KX786648,141647,51.91002986,f61d7ecdda85887af517361ed6795cc4,Enterobacter cloacae,550,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
KX869741,177037,52.11057576,a47972c7adc285de71491e3cc315316a,Enterobacter cloacae,550,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ278,0.025
LT882699,177037,52.11057576,460f006d9eb33d1152f2106a911b26a3,Enterobacter cloacae,550,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ278,0.025
MH995508,138998,51.88348034,954bc64e442ec71a43022fd09143c18e,Enterobacter cloacae,550,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
CP030077,170955,51.22166652,94ea4c2cb68c0fb0d4b64d3d375461d3,Enterobacter hormaechei,158836,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ266,0.025
CP031570,158968,52.55837653,fcc409e21275f96d15ac90e326977c2f,Enterobacter hormaechei,158836,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
CP031573,164095,52.45315214,497c7e5f7834fbe0edbcdffcbf71b05a,Enterobacter hormaechei,158836,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
CP031576,160309,52.51794971,28a180186e6e7b4234fe1f9f9258660b,Enterobacter hormaechei,158836,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
AP012208,195560,51.03804459,cfb1b50e29b17235f1d09ef08d9c8a13,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
CP010373,193908,52.8276296,01ab3af0b4e7eacfac34b743f7d00820,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ266,0.025
CP015139,186826,52.12711293,864849716399ddef0dedcca5dae4999a,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,NC_012885_00072",,,,,,AA860,0.06,AJ272,0.025
CP015835,137565,51.95434885,606ecbcfb95b31dcac518b8939858477,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ272,0.025
CP018956,216226,53.24845301,6b503552580603f25af373d82e8370e0,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ278,0.025
CP019053,155802,52.58148162,fff5730ba52cce9b2ae0651ef4782c6d,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012885_00072,NC_012690_00071",,,,,,AA860,0.06,AJ266,0.025
CP020049,141885,52.01606935,2806184f8a152177bf69723eb81351a5,Escherichia coli,562,IncC,000092__CP025470,"MOBH,MOBH","NC_012690_00071,CP042646_00122",,,,,,AA860,0.06,AJ272,0.025
